2032c.dat,0.1396889236227204,-0.058345923629531816
a18,2.6239836113427675,-0.4190484770499712
a18sm,2.098231572459369,-0.4013176184444844
a63a108c,0.4454442022504821,-0.3251163096589898
ag03,0.0947535156574626,-0.1914581069772568
ag04,0.1154964456695997,-0.2168493048283429
ag08,0.1160257573088615,-0.2139308736897924
ag09,0.4359855760752365,-0.3076167402176973
ag10,0.5455029642905246,-0.3222167079690361
ag11,1.149160743157643,-0.3602349228847577
ag12,0.1542078554592099,-0.237664623269302
ag13,0.1406283293134702,-0.2253577222550368
ag14,0.2804558748806595,-0.27109312911774
ag16,0.2739505208074949,-0.2809717959148782
ag17,0.1777577720339767,-0.2447792274946053
ag18,0.1985072083645839,-0.2463481190474685
ag19,0.456165758601008,-0.3040545116884972
ag24,0.3666512854094321,-0.2942027397272464
ag25,0.2087105159988638,-0.2457831761018573
ag26,0.2890974942022535,-0.2670997079245398
ag27,0.6765547587773063,-0.3275990249697511
ag35,0.2639737917532839,-0.2632937270804261
ag36,0.1928082134894425,-0.241031457296125
ag37,0.173257378367349,-0.2333058551514875
ag38,0.1192827660866247,-0.2033267456008531
ag44ct02r,0.0653452623755909,-0.1661068951235176
ag455ct02r,0.043353416243412,-0.1366047418234011
ag45c03,0.0463058396509953,-0.1335819313855983
ag45ct02r,0.0489572003502636,-0.1458076644103935
ag46c03,0.0325629571115803,-0.1157133878691984
ag46ct02r,0.0492607214146149,-0.1505688595023564
ag47c03,0.0553706759416497,-0.1680934933519182
ag47ct02r,0.0727217585313344,-0.1922142147842119
ah21,0.1989926211922086,-0.2430636992428105
ah63k127,4.129365186739397,-0.4231989586464314
ah6407,0.0594609064808858,-0.0101938986004766
ah7476,0.0293908462060389,0.061215589765702
ah79100a,2.0907175466894565,-0.4067971005336738
ah79100b,0.0239104288528082,0.0851086924032369
ah79100c,0.0048510698248771,0.2169156759918908
ah79k132,8.041413340570191,-0.4881552121891356
ah79k135,4.706376309614127,-0.4568740793830618
ah79k143,19.334163117606582,-0.5648450020792853
ah80129,16.85620886990603,-0.543985823116889
ah80136,10.335489205312276,-0.5357759313479281
ah80140,7.086854253180705,-0.4802875394101767
ah81131,178.59087850552766,-0.7449677681209186
ah81k144,23.201528112632555,-0.5680944466967379
ah81k144wfklappe,254.08088447372864,-0.7323576104592092
ah82150a,14.754657850209462,-0.5401778441970809
ah82150f,61.25358993950245,-0.6333170657700593
ah83150q,12.686448189855833,-0.5131075774598417
ah83159,21.949504731084552,-0.5613905020581615
ah85l120,70.30811043491802,-0.6814336318992136
ah88k130,8.832544457231787,-0.4787987073603651
ah88k136,11.31047657614408,-0.5116527051003854
ah93156,22.849499103360507,-0.5728730481082708
ah93157,12.746874661534475,-0.5274699843854077
ah93k130,15.857396524332758,-0.5354976614121871
ah93k131,16.965944112233654,-0.5441412786325448
ah93k132,11.46287702350432,-0.5123673839721232
ah93w145,1.2181989999640968,-0.3558094844572094
ah93w174,1.9926244630666807,-0.3924270852992162
ah93w215,8.965916112840748,-0.5109566914977938
ah93w257,2062.298860588317,-0.9049945949797492
ah93w300,1916.3174145760015,-0.8956994584422631
ah93w480b,0.3060170090195802,-0.1482761247731796
ah94145,90.23155682194113,-0.6591385133446948
ah94156,16.752524161408836,-0.5474712356938639
ah94w301,1397.689970744752,-0.867605451826096
ah95160,177.07586382299831,-0.7120379616421871
ames01,4.273719263363764,-0.4908209816793571
ames02,0.4444984656731859,-0.3249389099631319
ames03,10.012196351734747,-0.5491230984992024
amsoil1,3.351699527546886,-0.4370762131324827
amsoil2,3.23934379131129,-0.4548187507121715
apex16,8.830166265209117,-0.4973024419230155
aquilasm,4.859151224261392,-0.4131349276552508
arad10,6.716035158870807,-0.4834908086158889
arad13,1.3100143272077744,-0.3586552559676677
arad20,0.7771445617270019,-0.314325323845737
arad6,15.6726593452023,-0.4776919060200386
as5045,56.527557443710336,-0.6558203553461169
as5046,62.19792574698919,-0.6626270094276093
as5048,108.26989012104058,-0.7010537771177319
atr72sm,0.1261256401646934,-0.1944529632269861
august160,3.468024910469747,-0.4216109686628205
