spline_foil_5
 1.0000000     0.0000000
 0.9604600     0.0034000
 0.9235800     0.0065800
 0.8892000     0.0095300
 0.8571400     0.0122900
 0.8272500     0.0148600
 0.7993400     0.0172600
 0.7732400     0.0195100
 0.7488000     0.0216100
 0.7258300     0.0235900
 0.7041700     0.0254500
 0.6836500     0.0272200
 0.6641000     0.0289000
 0.6453400     0.0305100
 0.6272100     0.0320700
 0.6095400     0.0335900
 0.5921600     0.0350900
 0.5749000     0.0365700
 0.5575900     0.0380600
 0.5400500     0.0395700
 0.5221300     0.0411100
 0.5037800     0.0426900
 0.4850500     0.0443000
 0.4660100     0.0459400
 0.4467400     0.0476000
 0.4273000     0.0492700
 0.4077600     0.0509500
 0.3882000     0.0526400
 0.3686600     0.0543200
 0.3492400     0.0559900
 0.3299900     0.0576500
 0.3109800     0.0592800
 0.2922900     0.0608900
 0.2739700     0.0624600
 0.2561000     0.0640000
 0.2387500     0.0654900
 0.2219900     0.0669400
 0.2058658     0.0681542
 0.1904460     0.0691505
 0.1758125     0.0699248
 0.1620772     0.0704628
 0.1491911     0.0707602
 0.1371076     0.0708150
 0.1257673     0.0706279
 0.1151955     0.0702054
 0.1052981     0.0695533
 0.0960521     0.0686813
 0.0874598     0.0676051
 0.0794752     0.0663377
 0.0720845     0.0648976
 0.0652450     0.0632989
 0.0589352     0.0615591
 0.0531145     0.0596906
 0.0477568     0.0577098
 0.0428200     0.0556250
 0.0382878     0.0534518
 0.0341136     0.0511899
 0.0302670     0.0488396
 0.0267383     0.0464124
 0.0234887     0.0438975
 0.0205096     0.0413041
 0.0177921     0.0386460
 0.0153327     0.0359514
 0.0130987     0.0332245
 0.0110866     0.0305065
 0.0092701     0.0278027
 0.0076526     0.0251300
 0.0062246     0.0224879
 0.0049763     0.0199063
 0.0038878     0.0173849
 0.0029594     0.0149438
 0.0021809     0.0125928
 0.0015426     0.0103620
 0.0010246     0.0082412
 0.0006300     0.0062700
 0.0003400     0.0044400
 0.0001500     0.0027800
 0.0000300     0.0012900
 0.0000000     0.0000000
-0.0000200    -0.0032800
 0.0006400    -0.0063400
 0.0023721    -0.0089672
 0.0046489    -0.0112224
 0.0073059    -0.0132994
 0.0104248    -0.0153513
 0.0140671    -0.0174230
 0.0181993    -0.0194871
 0.0228359    -0.0215413
 0.0279599    -0.0235669
 0.0335792    -0.0255557
 0.0396638    -0.0274864
 0.0462016    -0.0293465
 0.0531546    -0.0311181
 0.0605282    -0.0327964
 0.0682727    -0.0343652
 0.0763847    -0.0358205
 0.0848420    -0.0371551
 0.0936175    -0.0383634
 0.1026609    -0.0394392
 0.1120125    -0.0403876
 0.1216504    -0.0412064
 0.1315579    -0.0418946
 0.1417123    -0.0424522
 0.1520933    -0.0428807
 0.1626744    -0.0431822
 0.1734337    -0.0433603
 0.1842852    -0.0434197
 0.1953669    -0.0433670
 0.2067413    -0.0432049
 0.2182614    -0.0429392
 0.2299535    -0.0425752
 0.2417959    -0.0421196
 0.2537891    -0.0415788
 0.2659170    -0.0409602
 0.2781858    -0.0402704
 0.2905702    -0.0395183
 0.3030677    -0.0387115
 0.3156656    -0.0378580
 0.3283668    -0.0369652
 0.3411668    -0.0360405
 0.3540396    -0.0350926
 0.3669936    -0.0341274
 0.3800051    -0.0331522
 0.3930757    -0.0321721
 0.4062076    -0.0311912
 0.4193662    -0.0302158
 0.4325571    -0.0292487
 0.4457842    -0.0282926
 0.4590257    -0.0273517
 0.4722662    -0.0264292
 0.4855078    -0.0255270
 0.4987403    -0.0246475
 0.5119522    -0.0237924
 0.5251407    -0.0229625
 0.5382988    -0.0221587
 0.5513982    -0.0213829
 0.5644375    -0.0206353
 0.5774358    -0.0199149
 0.5904205    -0.0192196
 0.6035524    -0.0185409
 0.6169972    -0.0178710
 0.6308921    -0.0172046
 0.6454155    -0.0165355
 0.6607105    -0.0158601
 0.6769210    -0.0151752
 0.6942286    -0.0144767
 0.7127790    -0.0137624
 0.7327212    -0.0130296
 0.7542107    -0.0122739
 0.7774039    -0.0114886
 0.8024627    -0.0106623
 0.8295337    -0.0097749
 0.8587558    -0.0087907
 0.8902887    -0.0076402
 0.9242798    -0.0061776
 0.9608300    -0.0039700
 1.0000000     0.0000000
